Topic-0,perverter,0.939458620969,echitamine,0.857155344904,isoprenoid,0.76879858528,macrobacterium,0.703422816314,unhurried,0.655045814018,gerbe,0.44340830809,reticello,0.358222260524,heppen,0.308642459857,hypobranchiate,0.073812104273,disgruntlement,0.0145301290323
Topic-1,echidnae,0.622589993269,overreplete,0.59256218252,foreboot,0.552795254157,stencils,0.48002923783,completory,0.443390699497,finales,0.431699345321,beaued,0.41530266806,hypsidolichocephalism,0.262563508475,crinanite,0.170368677982,bullfights,0.146431129782
Topic-2,remitter,0.882373765933,recontracts,0.736756980519,tyrocidin,0.598518433876,manifestable,0.569695119849,nonsacerdotal,0.461454218706,deconsecration,0.449462744825,panzootic,0.348966233114,sigfile,0.155884580882,sulliage,0.103016373385,bikhaconitine,0.0370232049163
Topic-3,flourishes,0.754285209737,dodecanoic,0.730813787399,firehouses,0.66574525145,nonelasticity,0.564285291106,semidestructive,0.531828253054,celerity,0.481355759968,microweber,0.441128391682,occasionings,0.260046085674,misintention,0.0410127274353,eugranitic,0.0401845799186
Topic-4,spannerman,0.926335803213,nonpracticality,0.890769429552,growingly,0.738200261349,japygoid,0.564900292367,mugho,0.424710876068,centauromachy,0.295400205739,anteposthumous,0.272163949319,butyryl,0.246236602906,unomnipotent,0.216677891586,interaction,0.0356039519767
Topic-5,medics,0.80754322107,tablespoonfuls,0.801070996581,battleground's,0.691960048044,oasean,0.686232999162,codifications,0.532995577442,tancel,0.412882159067,trigraphs,0.336131092089,preoccupiedness,0.292808256789,unchildishly,0.233069109008,haplochlamydeous,0.160069338732
Topic-6,wordbuilding,0.943082180686,dentiroster,0.921711274825,mycorrihizas,0.705535690712,dickers,0.573557553953,grills,0.328746440353,corticoid,0.286149569637,interjaculate,0.246949363965,platinochloric,0.194726267592,bavary,0.156143317277,unchangeability,0.141499204714
Topic-7,finns,0.969626690652,handcrafting,0.80251279553,flittermmice,0.763147653876,talmudic,0.707596552516,renidification,0.617855789717,uniplex,0.577646909436,revivers,0.524623333711,truchman,0.455857738208,pentecostals,0.0593309729558,lupetidine,0.00836609937815
Topic-8,calked,0.970289368461,outwitted,0.89047382924,taut,0.889102844185,proselytisation,0.883993538972,mastatrophia,0.69373921856,worsening,0.372786080826,tunicin,0.213325948377,billhooks,0.213212696784,giraffoid,0.179102634213,shaveweed,0.026462960757
Topic-9,optically,0.898664263933,eulogically,0.836366989208,repelling,0.758045600933,unpursed,0.703496567975,nondefamatory,0.689843868066,mollycoddling,0.450003534518,marginating,0.324558720085,universes,0.243521515181,flickering,0.196446605453,hyperthermesthesia,0.14556821954
